uid1;customer_age;registration_dt;email_flg;has_mob_app;phone_number;push_flg;card_balance;active_deposit_flag;hascrcard;numofproducts;Geography;EstimatedSalary;Exited
2133959;36;16.05.2014;0;0;1;0;16387.8;0;0;4;Voronezh;131102;0
6490634;41;17.05.2014;1;0;1;0;4546;0;0;2;Novosibirsk;36368;0
50714249;45;17.05.2014;0;0;1;0;144819;0;0;1;Vladivostok;1158552;0
24951087;67;19.05.2014;0;0;1;0;0;0;1;2;Omsk;10000;1
35522955;57;20.05.2014;0;0;1;0;339.6;0;0;3;Omsk;2717;0
43423149;54;20.05.2014;0;0;1;0;9279.4;0;1;2;Kaliningrad;74235;0
51455635;41;21.05.2014;1;0;1;0;235;0;1;3;Sevastopol;1880;1
8343815;42;21.05.2014;1;1;1;1;3960;0;1;3;Sevastopol;31680;0
93973;43;21.05.2014;0;0;1;0;9571;0;1;1;Kazan;76568;0
10710115;73;22.05.2014;0;0;1;0;0;0;1;3;Moscow;39916;1
12538146;50;22.05.2014;0;1;1;1;9015;0;1;2;Krasnodar;72120;1
42467311;57;22.05.2014;0;0;1;0;15622;0;0;3;Perm;124976;0
8039398;65;22.05.2014;0;0;1;0;18214;0;0;5;Voronezh;145712;0
16886421;30;22.05.2014;0;0;1;0;26903.3;0;0;5;Moscow;215226;0
12518238;64;22.05.2014;0;1;1;0;126877.7;0;0;5;Kaliningrad;1015022;0
22471156;37;22.05.2014;1;1;1;1;156429.9;0;0;4;Ufa;1251439;0
5079335;47;23.05.2014;0;0;1;0;2532;0;1;2;Vladivostok;20256;0
26361684;26;23.05.2014;0;0;1;0;6204;0;0;3;Saint-Petersburg;49632;0
46362585;28;23.05.2014;1;0;1;0;7614;0;1;5;Krasnogorsk;60912;0
17063201;60;24.05.2014;0;0;1;0;52737.4;0;0;5;Moscow;421899;0
41272738;51;26.05.2014;1;0;1;0;1370;0;0;3;Krasnodar;10960;0
46030224;34;26.05.2014;1;0;1;0;41333.2;0;1;3;Moscow;330666;0
49645487;57;27.05.2014;0;0;1;0;0;0;1;2;Sevastopol;29938;1
36287121;41;27.05.2014;0;0;1;0;7748.8;0;1;2;Ekaterinburg;61990;0
17189513;46;27.05.2014;1;0;1;0;9101;0;0;3;Voronezh;72808;1
44796945;75;27.05.2014;0;0;1;0;9194;0;0;4;Ufa;73552;0
46594351;33;28.05.2014;1;1;1;0;27901.2;0;0;4;Krasnogorsk;223210;0
30464657;36;28.05.2014;0;0;1;0;103722.2;0;1;3;Novokuznetsk;829778;0
49424513;34;29.05.2014;1;0;1;0;0;0;0;2;Pushkin;14268;1
19950573;35;29.05.2014;0;1;1;1;2000;0;0;3;Novosibirsk;16000;0
6540440;33;30.05.2014;0;1;1;0;3900;0;0;5;Pushkin;31200;0
29440601;64;30.05.2014;0;0;1;0;7170;0;1;4;Ufa;57360;0
37461581;36;30.05.2014;0;0;1;0;8009.2;0;1;2;Voronezh;64074;0
25112365;67;30.05.2014;1;0;1;0;118848;0;1;4;Novokuznetsk;950784;0
4125390;34;30.05.2014;1;0;1;0;190529;0;1;3;Perm;1524232;0
31576555;34;31.05.2014;1;0;1;0;124017.5;0;0;5;Krasnodar;992140;0
27495557;57;02.06.2014;0;0;1;0;6451;0;1;2;Novokuznetsk;51608;1
32490496;67;03.06.2014;1;1;1;1;7921;0;1;2;Sevastopol;63368;1
10709736;34;03.06.2014;1;1;1;1;48418.5;0;1;3;Kazan;387348;0
36368161;60;04.06.2014;0;0;1;0;0;0;1;1;Krasnogorsk;36715;1
41750478;63;04.06.2014;1;0;1;0;5708.8;0;1;5;Samara;45670;0
28824992;36;05.06.2014;0;0;1;0;2891;0;0;6;Ufa;23128;0
35305869;31;05.06.2014;1;0;1;0;25726.1;0;1;1;Odintsovo;205809;0
14978536;28;06.06.2014;0;0;1;0;0;0;0;1;Moscow;14140;1
11138256;26;06.06.2014;0;1;1;0;1382;0;1;4;Vladivostok;11056;0
19668014;38;06.06.2014;1;0;1;0;31236.9;0;1;4;Novosibirsk;249895;0
2540500;30;08.06.2014;0;0;1;0;49669.8;0;0;3;Moscow;397358;0
29378216;44;08.06.2014;1;0;1;0;72158.3;0;0;5;Novokuznetsk;577266;0
19985323;33;09.06.2014;0;0;1;0;0;0;0;5;Volgograd;89159;0
50096715;41;09.06.2014;0;0;1;0;2671;0;0;2;Saint-Petersburg;21368;1
31655080;36;09.06.2014;0;0;1;0;6343;0;0;4;Krasnodar;50744;1
6810064;51;09.06.2014;1;0;1;0;20326.5;0;0;5;Omsk;162612;0
26096603;54;10.06.2014;0;0;1;0;0;1;1;3;Krasnogorsk;6183;1
34104879;31;10.06.2014;0;0;1;0;0;0;0;1;Voronezh;15028;1
46895562;26;10.06.2014;0;0;1;0;0;0;1;1;Moscow;31134;1
47482585;33;11.06.2014;1;0;1;0;1772.9;0;1;5;Ekaterinburg;14183;0
4237051;32;12.06.2014;0;0;1;0;11998.8;0;0;4;Samara;95990;0
48155055;40;12.06.2014;0;0;1;0;113779;0;1;6;Kaliningrad;910232;0
19086151;42;13.06.2014;0;0;1;0;0;0;1;2;Moscow;35792;1
16703866;38;13.06.2014;1;1;1;1;1065;0;0;1;Voronezh;8520;0
643949;55;14.06.2014;0;0;1;0;102773.1;1;0;3;Saint-Petersburg;822185;0
3821847;23;15.06.2014;0;0;0;0;0;0;0;2;Sevastopol;41227;1
48751663;34;15.06.2014;1;0;1;0;1790;0;0;4;Novokuznetsk;14320;0
40374416;66;16.06.2014;1;0;1;0;4000;0;0;3;Perm;32000;0
10197142;31;16.06.2014;0;1;1;1;6438;0;1;3;Voronezh;51504;1
45024738;38;16.06.2014;1;0;1;0;18763.4;0;0;4;Krasnodar;150107;0
32325130;51;16.06.2014;1;0;1;0;49164.3;0;1;2;Krasnodar;393314;0
10321705;31;17.06.2014;1;0;1;0;0;0;1;5;Krasnogorsk;9360;1
44433576;81;17.06.2014;0;0;1;0;4442;0;1;1;Saint-Petersburg;35536;0
39781833;47;17.06.2014;1;1;1;1;13660;0;1;3;Voronezh;109280;0
17960928;38;18.06.2014;0;0;1;0;0;0;1;2;Kazan;45427;1
17921497;27;18.06.2014;0;1;1;1;6092;0;0;2;Tomsk;48736;0
2173649;37;18.06.2014;0;1;1;0;65908.9;0;1;3;Samara;527271;0
14195428;39;18.06.2014;1;0;1;0;141829.6;0;0;2;Voronezh;1134637;0
18723483;31;19.06.2014;0;0;1;0;0;0;0;3;Moscow;6370;0
20364065;43;20.06.2014;1;0;1;0;0;0;0;2;Sevastopol;59202;1
2336487;45;20.06.2014;0;0;1;0;1394;0;0;4;Voronezh;11152;0
39360169;36;20.06.2014;0;0;1;0;8434;0;1;2;Odintsovo;67472;0
33705392;40;21.06.2014;0;0;1;0;0;0;0;2;Ufa;14003;1
47769581;38;22.06.2014;1;0;1;0;0;0;0;1;Sevastopol;29118;1
10007300;44;22.06.2014;1;0;1;0;8478;0;1;5;Omsk;67824;0
7213104;44;23.06.2014;1;0;1;0;2520;0;0;4;Ufa;20160;0
14402070;26;24.06.2014;0;0;1;0;0;0;1;1;Krasnogorsk;50324;1
24714028;41;24.06.2014;1;1;1;1;9554;0;1;5;Krasnodar;76432;0
3701104;39;24.06.2014;0;0;1;0;31513.4;0;0;4;Sevastopol;252107;0
41034084;43;24.06.2014;0;1;1;0;36666.2;0;0;2;Sevastopol;293330;0
22170308;32;25.06.2014;1;1;1;0;11484.2;0;1;1;Ekaterinburg;91874;0
47397311;49;26.06.2014;0;0;1;0;0;0;0;2;Perm;50960;1
24628168;71;26.06.2014;0;0;1;0;1092;0;1;1;Voronezh;8736;1
42768070;46;26.06.2014;1;0;1;0;4932;0;1;3;Vladivostok;39456;0
17411396;54;26.06.2014;0;0;1;0;28962.2;0;0;4;Ufa;231698;0
32227947;30;27.06.2014;0;1;1;1;2472.2;0;0;4;Moscow;19778;0
22318686;37;27.06.2014;0;1;1;1;507987.6;0;1;6;Moscow;4063901;0
33448851;40;29.06.2014;1;0;1;0;1910;0;0;3;Krasnodar;15280;0
37599197;61;29.06.2014;0;0;1;0;18724.2;0;0;2;Volgograd;149794;0
8329675;34;30.06.2014;0;0;1;0;8708;0;1;4;Vladivostok;69664;0
37172493;70;30.06.2014;1;1;1;0;464267.5;0;1;5;Vladivostok;3714140;0
16881791;37;02.07.2014;1;0;1;0;0;0;0;3;Novokuznetsk;9750;1
7075805;50;02.07.2014;0;0;1;0;5152.8;0;1;2;Tomsk;41222;0
14002938;42;02.07.2014;1;0;1;0;8560;0;1;4;Sevastopol;68480;0
28695655;59;02.07.2014;0;0;1;0;26933.3;0;0;3;Sevastopol;215466;0
13451643;59;03.07.2014;0;0;1;0;1346;0;1;2;Sevastopol;10768;0
52574776;35;03.07.2014;0;0;1;0;23765.9;0;0;4;Ekaterinburg;190127;0
37252073;44;04.07.2014;1;0;1;0;378;0;0;5;Vladivostok;3024;1
15632044;30;04.07.2014;0;0;1;0;1680;0;0;5;Sevastopol;13440;0
50134043;25;04.07.2014;1;0;1;0;8212;1;0;1;Moscow;65696;0
37319143;27;04.07.2014;1;1;1;1;31608.7;0;0;3;Obninsk;252870;0
21594251;68;04.07.2014;0;0;1;0;116627.9;0;0;5;Krasnodar;933023;0
23052812;36;04.07.2014;1;0;1;0;133313.8;0;1;5;Volgograd;1066510;0
33209720;48;05.07.2014;0;0;1;0;0;0;0;2;Volgograd;40936;1
18330224;33;06.07.2014;1;0;1;0;4329;0;1;3;Novokuznetsk;34632;0
13162756;59;07.07.2014;0;0;1;0;3774.4;0;0;3;Novokuznetsk;30195;0
36986289;31;07.07.2014;0;0;1;0;6831;0;1;4;Perm;54648;0
46701872;44;07.07.2014;1;0;1;0;692224.1;0;1;7;Perm;5537793;0
44947277;41;08.07.2014;1;0;1;0;680;0;0;4;Samara;5440;0
6424064;64;08.07.2014;0;0;1;0;17574;0;1;6;Odintsovo;140592;0
37736424;40;09.07.2014;1;1;1;0;4220;0;1;4;Ufa;33760;0
3425334;52;10.07.2014;0;0;1;0;0;0;0;1;Volgograd;15032;1
44340094;37;10.07.2014;1;1;1;1;7810;0;1;1;Obninsk;62480;0
34289278;45;10.07.2014;0;0;1;0;63780.7;0;1;5;Omsk;510246;0
37774463;64;11.07.2014;0;0;1;0;16619.1;0;0;6;Novosibirsk;132953;0
51720076;30;13.07.2014;0;1;1;1;270;0;0;5;Sevastopol;2160;0
38971233;54;14.07.2014;0;0;1;0;3050;0;0;4;Voronezh;24400;0
51227642;52;14.07.2014;1;0;1;0;75423.7;0;1;3;Moscow;603390;0
24347567;31;14.07.2014;1;1;1;1;277608.8;1;1;4;Krasnogorsk;2220870;0
31352600;51;15.07.2014;0;0;1;0;0;0;0;1;Samara;6763;1
3709802;30;15.07.2014;1;1;1;0;4442;0;1;1;Moscow;35536;1
23708554;74;15.07.2014;0;0;1;0;6167;0;0;2;Omsk;49336;1
195113;60;15.07.2014;0;1;1;1;22874.6;0;0;3;Vladivostok;182997;0
10418311;53;15.07.2014;1;0;1;0;51676.7;0;0;4;Kazan;413414;0
43248816;84;16.07.2014;0;0;1;0;0;0;0;1;Tomsk;46100;1
32780103;22;18.07.2014;0;0;1;0;0;0;0;2;Voronezh;10919;0
52277314;65;18.07.2014;1;0;1;0;14512.5;0;1;4;Novokuznetsk;116100;0
16328699;61;19.07.2014;0;1;1;1;85162.5;0;1;4;Saint-Petersburg;681300;0
47121043;30;21.07.2014;0;0;1;0;0;0;1;4;Ufa;48627;0
47933655;40;21.07.2014;1;1;1;0;40560.1;0;1;4;Vladivostok;324481;0
38500663;32;21.07.2014;1;0;1;0;149769.1;0;0;4;Ekaterinburg;1198153;0
38437304;57;22.07.2014;0;0;1;0;0;0;1;3;Sevastopol;7041;1
43613727;39;22.07.2014;0;0;1;0;44050.1;0;0;3;Novokuznetsk;352401;0
25626328;33;23.07.2014;1;0;1;0;0;0;1;3;Pushkin;16377;1
3011072;45;23.07.2014;0;0;1;0;8471;0;0;7;Kazan;67768;0
29825451;61;23.07.2014;1;0;1;0;9396;0;1;3;Moscow;75168;0
51839432;36;23.07.2014;1;0;1;0;20798.6;0;1;5;Ekaterinburg;166389;0
37274968;38;23.07.2014;0;0;1;0;77147.4;1;0;2;Vladivostok;617179;0
16272928;30;23.07.2014;1;0;1;0;162409.8;0;1;4;Odintsovo;1299278;0
28515317;52;25.07.2014;1;0;1;0;0;0;0;1;Sevastopol;33546;1
36526164;51;25.07.2014;0;0;1;0;3638;0;0;2;Moscow;29104;0
18760488;30;25.07.2014;0;0;1;0;64732.6;0;0;5;Volgograd;517861;0
23971087;47;26.07.2014;0;1;1;0;29596;0;1;7;Vladivostok;236768;0
10370539;29;27.07.2014;0;0;1;0;7003;0;1;3;Moscow;56024;1
34680114;31;29.07.2014;1;0;1;0;0;0;1;1;Krasnodar;45079;1
34818435;30;29.07.2014;0;1;1;1;2795;0;0;4;Kaliningrad;22360;1
13194726;71;29.07.2014;0;0;1;0;8152;0;0;2;Moscow;65216;1
24178707;33;29.07.2014;0;1;1;0;98698.3;1;1;6;Krasnodar;789586;0
37303023;49;30.07.2014;0;0;1;0;0;0;0;3;Kazan;8204;0
46116289;64;30.07.2014;0;0;1;0;4989;0;0;2;Ekaterinburg;39912;0
52051409;32;30.07.2014;1;0;1;0;32200.8;0;0;3;Moscow;257606;0
5966616;51;30.07.2014;0;0;1;0;107314.7;0;0;3;Voronezh;858518;0
50660347;68;31.07.2014;0;0;1;0;6444.5;0;0;2;Moscow;51556;0
27990005;25;31.07.2014;1;1;1;1;118623.2;0;1;4;Volgograd;948986;0
45882522;37;01.08.2014;1;0;1;0;16630;1;1;3;Saint-Petersburg;133040;0
1182512;31;02.08.2014;0;0;1;0;4987.2;0;0;6;Novosibirsk;39898;0
51590026;62;02.08.2014;0;0;1;0;20233.9;0;1;4;Perm;161871;1
6246037;43;04.08.2014;1;1;1;0;80602.3;0;0;4;Moscow;644818;0
44302507;40;05.08.2014;0;0;1;0;5840;0;0;4;Odintsovo;46720;0
8723119;39;05.08.2014;0;0;1;0;20204.4;1;0;2;Krasnogorsk;161635;0
14350959;37;06.08.2014;1;1;1;1;9286;0;1;2;Samara;74288;0
19710332;27;06.08.2014;0;1;1;1;47790;0;0;6;Ufa;382320;0
40516160;35;06.08.2014;0;0;1;0;158931.9;0;1;4;Volgograd;1271455;0
51420967;69;07.08.2014;0;1;1;1;6258.6;0;0;4;Moscow;50069;0
37655200;59;08.08.2014;1;0;1;0;108810;0;0;3;Odintsovo;870480;0
18505570;31;09.08.2014;0;1;1;0;0;0;1;1;Voronezh;6960;1
2492283;69;11.08.2014;1;1;1;0;5842;0;1;2;Moscow;46736;1
25095594;61;12.08.2014;0;0;1;0;51803.2;0;1;3;Vladivostok;414426;0
15615825;47;13.08.2014;1;0;1;0;12614.7;0;0;1;Ekaterinburg;100918;0
19850703;44;13.08.2014;0;0;1;0;17340;0;1;2;Ekaterinburg;138720;0
48808344;31;13.08.2014;0;0;1;0;18854.9;0;1;3;Moscow;150839;0
49743894;35;13.08.2014;1;0;1;0;90168.1;0;0;4;Moscow;721345;0
10258474;35;14.08.2014;1;1;1;0;0;0;1;4;Voronezh;15903;1
6384197;29;14.08.2014;1;1;1;1;37184.2;0;0;6;Vladivostok;297474;0
32145606;55;14.08.2014;0;1;1;1;95647.4;0;1;3;Krasnogorsk;765179;0
26633281;67;15.08.2014;0;0;1;0;0;0;0;1;Vladivostok;15048;1
47981277;37;15.08.2014;0;0;1;0;1000;0;0;5;Samara;8000;0
25391550;58;15.08.2014;0;0;1;0;4312;0;0;5;Moscow;34496;0
44676512;39;15.08.2014;0;0;1;0;65659.6;0;1;3;Pushkin;525277;0
39665349;45;18.08.2014;0;0;1;0;1652;0;1;2;Perm;13216;0
22225178;59;18.08.2014;1;0;1;0;26443.3;0;0;1;Vladivostok;211546;0
27156358;36;18.08.2014;1;0;1;0;52916.8;0;0;3;Ufa;423334;0
45377609;32;18.08.2014;1;0;1;0;65047;0;1;5;Saint-Petersburg;520376;0
19475435;35;19.08.2014;1;0;1;0;1779;0;1;2;Ekaterinburg;14232;0
43387615;31;19.08.2014;0;0;1;0;9152;0;0;7;Moscow;73216;0
11670104;57;20.08.2014;0;1;1;0;15432.8;0;1;3;Novokuznetsk;123462;0
7615801;43;20.08.2014;0;0;1;0;19686.6;0;0;6;Kaliningrad;157493;0
34996291;38;20.08.2014;1;0;1;0;28811.7;0;0;5;Vladivostok;230494;0
32790632;39;21.08.2014;1;1;1;1;3505;0;0;6;Ufa;28040;0
43205354;30;21.08.2014;1;1;1;1;16135;0;0;7;Tomsk;129080;0
27102291;57;21.08.2014;0;0;1;0;28765.6;1;1;3;Moscow;230125;0
33836445;48;24.08.2014;1;0;1;0;0;0;1;2;Vladivostok;10101;1
35868068;61;24.08.2014;1;1;1;0;69980;1;0;4;Volgograd;559840;0
46893323;41;24.08.2014;1;0;1;0;108734.9;0;0;3;Moscow;869879;0
50371383;25;25.08.2014;0;1;1;1;1150;0;0;4;Ufa;9200;0
47958727;59;26.08.2014;0;0;1;0;17816;0;0;3;Voronezh;142528;0
4698775;48;26.08.2014;1;0;1;0;46085.2;0;1;4;Krasnodar;368682;0
31298669;27;26.08.2014;0;1;1;1;52972.5;0;0;2;Krasnogorsk;423780;0
13970717;45;26.08.2014;0;1;1;0;64576.1;0;0;4;Saint-Petersburg;516609;0
45146684;36;27.08.2014;1;1;1;0;4853;0;0;4;Novosibirsk;38824;0
26071633;37;28.08.2014;1;0;1;0;88447.3;0;0;1;Moscow;707578;0
44227273;38;28.08.2014;0;0;1;0;176581.7;0;0;3;Sevastopol;1412654;0
39104841;47;29.08.2014;0;0;1;0;0;0;0;4;Moscow;19790;0
28677307;37;29.08.2014;1;1;1;1;32535.1;0;1;3;Moscow;260281;0
51359786;31;29.08.2014;0;0;1;0;184074.8;0;0;1;Sevastopol;1472598;0
3359518;39;30.08.2014;1;0;1;0;120392.5;0;0;4;Omsk;963140;0
29406303;24;01.09.2014;0;0;1;0;0;0;0;1;Voronezh;5380;1
27001740;69;01.09.2014;0;0;1;0;30703.5;0;0;4;Voronezh;245628;0
17838920;49;01.09.2014;1;1;1;0;68564;1;1;5;Saint-Petersburg;548512;0
27093941;85;02.09.2014;0;0;1;0;2309.4;0;0;2;Ufa;18475;0
28133105;24;02.09.2014;1;0;1;0;7997;0;0;3;Kaliningrad;63976;0
34876458;67;02.09.2014;0;0;1;0;9888.5;0;0;2;Saint-Petersburg;79108;0
43067972;24;02.09.2014;1;1;1;1;26130;0;1;4;Krasnodar;209040;0
38032541;35;03.09.2014;1;0;1;0;0;0;0;6;Ekaterinburg;11398;0
24493116;37;03.09.2014;1;0;1;0;3470;0;1;1;Ekaterinburg;27760;0
15442924;48;03.09.2014;0;0;1;0;3801;0;0;1;Voronezh;30408;0
6057928;33;03.09.2014;0;0;1;0;8883;0;0;3;Novosibirsk;71064;0
37060338;47;03.09.2014;0;1;1;1;9833.8;0;0;3;Tomsk;78670;0
48132478;41;04.09.2014;0;0;1;0;0;0;1;2;Vladivostok;9631;0
27506295;37;04.09.2014;1;0;1;0;8391;0;0;4;Omsk;67128;0
35388662;37;08.09.2014;1;1;1;1;2052;0;0;4;Saint-Petersburg;16416;0
22108438;69;08.09.2014;1;0;1;0;22900.1;0;0;1;Ekaterinburg;183201;0
26715529;41;09.09.2014;1;0;1;0;1151;0;1;2;Saint-Petersburg;9208;1
13833377;39;10.09.2014;1;0;1;0;0;0;1;1;Voronezh;6737;1
28146511;38;10.09.2014;1;1;1;1;9528;0;1;2;Samara;76224;0
20321895;48;11.09.2014;0;0;1;0;0;0;1;2;Moscow;6730;0
40333745;67;11.09.2014;0;0;1;0;5580;0;1;4;Krasnodar;44640;0
47811278;65;11.09.2014;0;0;1;0;12018.7;0;1;3;Perm;96150;0
27864845;56;12.09.2014;0;0;1;0;8280;0;1;4;Moscow;66240;0
14946656;62;13.09.2014;1;0;1;0;14610.1;0;0;1;Samara;116881;0
4841047;29;14.09.2014;1;1;1;1;10;0;1;3;Krasnodar;80;0
22444686;36;15.09.2014;0;0;1;0;996;0;1;1;Ufa;7968;1
12796484;33;16.09.2014;1;0;1;0;27785;0;1;4;Samara;222280;0
51724352;43;18.09.2014;1;0;1;0;1350;0;1;4;Ekaterinburg;10800;0
35942729;37;18.09.2014;0;0;1;0;140216.3;0;1;2;Ekaterinburg;1121730;0
41580396;57;19.09.2014;0;0;1;0;53018;1;0;2;Ekaterinburg;424144;0
41473653;30;21.09.2014;0;0;1;0;0;0;1;2;Saint-Petersburg;27504;1
31907424;58;22.09.2014;0;0;1;0;0;0;0;1;Ufa;31820;1
39559211;32;22.09.2014;0;0;1;0;8150;0;0;3;Voronezh;65200;0
28015883;33;22.09.2014;1;0;1;0;8391;0;1;2;Perm;67128;1
29224530;31;22.09.2014;1;1;1;1;12426.1;0;1;4;Kazan;99409;0
1566674;26;22.09.2014;0;0;1;0;39527.8;0;1;3;Novosibirsk;316222;0
47247059;39;23.09.2014;1;0;1;0;4787;0;0;2;Kazan;38296;0
24270048;32;23.09.2014;0;0;1;0;45134.7;0;0;4;Moscow;361078;0
6728239;51;23.09.2014;0;1;1;1;46221.3;0;0;5;Saint-Petersburg;369770;0
36913403;26;23.09.2014;0;1;1;1;70470.6;0;1;2;Voronezh;563765;0
35993090;71;25.09.2014;1;0;1;0;11156.7;0;0;5;Kaliningrad;89254;0
48073234;59;25.09.2014;0;0;1;0;13838.4;1;1;4;Ufa;110707;0
43828944;42;25.09.2014;0;1;1;1;40469.8;0;1;8;Ufa;323758;0
30487984;30;26.09.2014;0;0;1;0;6825;0;1;3;Moscow;54600;0
48139230;41;26.09.2014;0;0;1;0;9394;0;1;3;Omsk;75152;0
33866173;85;27.09.2014;0;0;1;0;0;0;1;1;Odintsovo;6180;1
41672229;54;28.09.2014;1;0;1;0;12568.8;0;1;4;Volgograd;100550;0
851588;31;29.09.2014;1;1;1;1;7338;0;0;5;Moscow;58704;0
35632401;34;29.09.2014;0;0;1;0;36169.4;0;0;3;Sevastopol;289355;0
34488777;87;30.09.2014;0;0;1;0;0;0;0;2;Moscow;16204;1
21577557;26;30.09.2014;1;0;1;0;37632.3;0;0;2;Vladivostok;301058;0
29696477;32;30.09.2014;0;0;1;0;47901.7;0;0;5;Odintsovo;383214;0
9778716;28;01.10.2014;0;1;1;0;0;0;1;3;Moscow;4705;1
12836128;63;01.10.2014;0;0;1;0;0;0;1;3;Kaliningrad;29042;1
24153226;57;01.10.2014;0;0;1;0;3152;0;0;4;Krasnogorsk;25216;0
42711301;37;02.10.2014;1;1;1;0;10289.4;0;0;3;Krasnodar;82315;0
11151245;29;02.10.2014;1;0;1;0;33582.2;0;0;2;Ekaterinburg;268658;0
17907972;27;02.10.2014;0;0;1;0;127515.7;0;1;4;Kazan;1020126;0
41709160;32;03.10.2014;1;0;1;0;0;0;0;1;Vladivostok;54692;1
21877388;41;03.10.2014;1;1;1;0;29623.6;0;1;2;Sevastopol;236989;0
15077585;35;03.10.2014;0;0;1;0;100007;0;1;4;Volgograd;800056;0
20995039;29;05.10.2014;1;1;1;1;95145.9;1;1;5;Tomsk;761167;0
20761335;44;06.10.2014;0;0;1;0;2915.2;0;0;5;Perm;23322;0
25906196;43;06.10.2014;1;1;1;0;120759.1;0;0;1;Ekaterinburg;966073;0
30538781;48;06.10.2014;0;0;1;0;164231.3;0;0;6;Krasnogorsk;1313850;0
3991684;25;06.10.2014;0;0;1;0;225580.5;1;1;3;Moscow;1804644;0
32601141;40;08.10.2014;0;0;1;0;21115;0;1;4;Voronezh;168920;0
19380945;24;09.10.2014;0;0;1;0;0;0;0;3;Ufa;8855;1
28316215;49;10.10.2014;0;0;1;0;0;0;1;1;Ekaterinburg;31308;1
38854866;44;10.10.2014;0;0;1;0;2049;0;0;2;Samara;16392;0
3344745;44;10.10.2014;1;0;1;0;134794;0;1;4;Ufa;1078352;0
15376588;38;10.10.2014;1;0;1;0;135350;0;1;1;Krasnodar;1082800;0
24475271;69;11.10.2014;1;1;1;1;23276.9;0;1;5;Moscow;186215;0
39048430;39;11.10.2014;0;0;1;0;174593.1;0;0;2;Vladivostok;1396745;0
13538417;31;12.10.2014;1;1;1;1;6507;0;1;3;Samara;52056;0
41655291;23;13.10.2014;0;0;1;0;8458;0;1;1;Saint-Petersburg;67664;1
29409413;31;13.10.2014;1;1;1;0;10048.5;0;0;4;Saint-Petersburg;80388;0
13167811;36;13.10.2014;1;0;1;0;16291.2;0;1;3;Kazan;130330;0
855983;53;13.10.2014;0;0;1;0;24302.1;0;0;4;Omsk;194417;0
27731081;37;14.10.2014;1;1;1;1;92308.9;0;0;2;Vladivostok;738471;0
33076351;55;15.10.2014;0;0;1;0;0;0;0;1;Sevastopol;17197;1
19955463;30;15.10.2014;0;0;1;0;31683.9;0;0;2;Vladivostok;253471;0
5831150;37;15.10.2014;0;0;1;0;108100.4;0;1;3;Krasnodar;864803;0
16010642;33;16.10.2014;0;1;1;1;4597;0;0;1;Saint-Petersburg;36776;0
4021485;66;16.10.2014;0;0;1;0;8721.7;0;1;6;Samara;69774;0
32174475;41;16.10.2014;0;1;1;1;42668.2;0;1;5;Moscow;341346;0
11756850;67;16.10.2014;1;0;1;0;102754.9;0;0;5;Volgograd;822039;0
23034218;42;17.10.2014;0;0;1;0;0;0;1;2;Novosibirsk;5579;1
44186309;23;18.10.2014;0;0;1;0;0;0;1;1;Kazan;36324;1
1660540;42;18.10.2014;1;0;1;0;2554;0;0;2;Moscow;20432;0
51245926;34;21.10.2014;1;1;1;1;17030.5;0;0;4;Moscow;136244;0
894456;36;21.10.2014;1;0;1;0;37257.5;0;1;3;Omsk;298060;0
4381755;42;22.10.2014;1;0;1;0;6397;0;1;1;Vladivostok;51176;0
18639008;30;22.10.2014;0;0;1;0;24800;0;1;4;Omsk;198400;0
34396667;32;23.10.2014;0;0;1;0;4769.9;0;1;2;Vladivostok;38159;0
41200994;38;23.10.2014;1;1;1;1;847185.3;0;0;2;Novokuznetsk;6777482;0
51089995;67;24.10.2014;0;0;1;0;0;0;1;1;Moscow;12043;1
23456525;43;24.10.2014;0;0;1;0;75253;0;1;3;Saint-Petersburg;602024;0
35668372;38;27.10.2014;0;0;1;0;0;0;1;3;Voronezh;33030;0
4036797;43;27.10.2014;0;0;1;0;39061.4;0;0;1;Omsk;312491;0
27467434;42;27.10.2014;0;0;1;0;42534.2;0;0;4;Moscow;340274;0
12915495;29;28.10.2014;1;0;1;0;1213;0;1;6;Samara;9704;0
9035568;46;28.10.2014;1;1;1;0;10163.9;0;1;4;Sevastopol;81311;0
40592232;26;29.10.2014;0;0;1;0;1490;0;0;3;Moscow;11920;0
989689;61;29.10.2014;0;0;1;0;8861;0;1;6;Voronezh;70888;1
6827278;63;29.10.2014;0;0;1;0;20937;0;1;1;Krasnodar;167496;0
43888119;53;30.10.2014;1;1;1;1;4763;1;1;1;Ufa;38104;0
44490231;53;30.10.2014;0;1;1;1;15090;0;0;2;Voronezh;120720;0
14601653;28;01.11.2014;0;0;1;0;6727;0;0;4;Voronezh;53816;0
38045765;35;02.11.2014;1;0;1;0;3490;0;0;3;Sevastopol;27920;0
28397334;31;02.11.2014;1;0;1;0;0;0;0;4;Voronezh;38983;0
117404;23;03.11.2014;0;0;1;0;18879;1;1;2;Vladivostok;151032;0
23254371;52;04.11.2014;1;0;1;0;0;0;1;3;Moscow;42873;1
33982250;57;05.11.2014;0;0;1;0;9069;0;0;2;Krasnodar;72552;1
39476172;46;05.11.2014;0;1;1;0;9219;0;1;4;Samara;73752;0
45086701;34;05.11.2014;0;0;1;0;326001.7;0;1;5;Ufa;2608014;0
3347614;32;07.11.2014;1;1;1;1;258035.1;0;0;6;Moscow;2064281;0
